Title,Link,Article
'Start Here': Giuliani in Ukraine and Uber safety report,https://abcnews.go.com/US/start-here-giuliani-ukraine-amid-impeachment-inquiry-uber-reveals/story?id=67518355,"
It's Friday, Dec. 6, 2019.  Let's start here.

1. Where's Rudy?

As President Donald Trump faces an impeachment inquiry in Washington, D.C., Rudy Giuliani is in Europe meeting with current and former Ukrainian officials for a documentary series.

The president's personal attorney is working with One America News Network (OAN) to discredit what the far-right network calls ""the impeachment hoax"" and offer proof of Ukrainian corruption and 2016 election meddling, according to an OAN spokesperson.

Despite heightened scrutiny in the impeachment inquiry and a campaign finance case involving two of his associates in the Southern District of New York, Giuliani is ""not letting up on his investigation,"" ABC News Senior Editorial Producer John Santucci tells ""Start Here.""

""We know that from hearings over the last couple days that his associates have information that they believe is important to the impeachment inquiry,"" he says. ""We also know that Giuliani's business, Giuliani Associates, received a subpoena recently asking for documents and records related to Rudy's work abroad.  And ironically, where's Rudy right now? Abroad.""

2. Uber safety study

In a highly-anticipated safety report, Uber has revealed that nearly 6,000 sexual assaults involving drivers and passengers were reported to the ride-share company in 2017 and 2018.

ABC News' Taylor Dunn breaks down Uber's findings on the podcast and talks about next steps for the company.

Uber noted that ""riders account for nearly half (45%) of the accused parties across the 5 most serious sexual assault categories"" in the study, but added that ""any safety issue is exceptionally rare"" and ""by bringing hard data to bear, we can make every trip safer for drivers and riders alike.""
3. Border custody death

There's growing backlash over the death of Carlos Vasquez, a 16-year-old migrant, in a Border Patrol cell after video surfaced showing his final hours in May as he suffered from the flu.

Current and former Border Patrol officials told ABC News Chief National Correspondent Matt Gutman that the agency was overwhelmed with migrants at the time and they conducted welfare checks, but the video obtained by ProPublica appears to indicate otherwise.

""Had he been taken to the hospital, he would have survived,"" Gutman says. ""Instead, he was taken to this cell. It is basically like a drunk tank, for all intents and purposes, with a concrete bed, and that's where he spent his final minutes.""When 16-year-old Carlos Gregorio Hernandez Vasquez died in a Border Patrol cell last May, the agency released a statement.We obtained video footage that does not match the Border Patrol’s account of his death. pic.twitter.com/MpIGS5B6Cg— ProPublica (@propublica) December 6, 2019 When 16-year-old Carlos Gregorio Hernandez Vasquez died in a Border Patrol cell last May, the agency released a statement.We obtained video footage that does not match the Border Patrol’s account of his death. pic.twitter.com/MpIGS5B6Cg
""Start Here,"" ABC News' flagship podcast, offers a straightforward look at the day's top stories in 20 minutes. Listen for free every weekday on Apple Podcasts, Google Podcasts, iHeartRadio, Spotify, Stitcher, TuneIn or the ABC News app. Follow @StartHereABC on Twitter, Facebook and Instagram for exclusive content and show updates.
Elsewhere:

'Lots of co-hosts from the entertainment community': Sen. Elizabeth Warren, D-Mass., is set to host her first campaign fundraiser in the Los Angeles area Saturday.

'The Motion for Withdrawal is hereby granted': Without warning or explanation, the attorney prosecuting the death-penalty case of the woman accused of killing former Arkansas state Sen. Linda Collins-Smith dropped out of the proceedings altogether this week.

'Highly insensitive and completely inappropriate': Several West Virginia corrections employees have been suspended in response to an image of them performing a Nazi salute.

From our friends at FiveThirtyEight:

A FiveThirtyEight politics chat askes the question, How Did The Democrats End Up With A 2020 Field So White And Male?

Doff your cap:

Adoption hearings are often bureaucratic affairs involving testimony and paperwork. But a young boy from East Grand Rapids, Michigan, was so excited about his adoption day that he invited his entire kindergarten class to his adoption hearing.
Michael Clark Jr.'s classmates filled up courtroom and gave sweet testimonies about how much they love their friend. And the whole class cheered as Michael’s new parents became his forever parents.
"
"12-year-old girl posted kill list of students, police say",https://abcnews.go.com/US/12-year-girl-arrested-posting-death-list-snapchat/story?id=67604173,"
A 12-year-old Florida girl was arrested for posting a ""death list"" on social media and threatening to attack students at her middle school, police said.

A student and her parent at Falcon Cove Middle School in Weston contacted the Broward County Sheriff's Office on Dec. 6 around 7 p.m. to report a threat posted on Snapchat, the sheriff's office said in a press release.

The threat ""included a death list with student names"" from the school, police said.
A second threat was also posted to Snapchat the same afternoon that allegedly said the ""students were not safe and that they would be killed on Monday, Dec. 9,"" according to police.

Detectives with the Threat Management Unit and Real Time Crime Center were able to identify that the source of the threats belonged to a 12-year-old girl from Weston, who is also a student at the same middle school.
The girl allegedly confirmed she made the threats, which were determined to be false, police said. She was arrested on Saturday evening and taken to the Juvenile Assessment Center.
The 12-year-old suspect currently faces two counts of a written threat to kill and false reporting concerning a firearm.

Police have not said why she made the threats."
Police group to honor Botham Jean's brother,https://abcnews.go.com/US/police-group-courage-award-brother-man-killed-amber/story?id=67463376,"
A national law enforcement group has bestowed an award on the brother of a man who was killed in a 2018 wrong-apartment shooting by former Dallas police Officer Amber Guyger, whom he hugged and forgave in an extraordinary act of mercy before she was sent to prison for murder.

The Institute of Law Enforcement Administration gave 18-year-old Brandt Jean, the brother of Botham Jean, its 2019 Ethical Courage Award during a ceremony Tuesday morning at the organization's offices in Plano, Texas.

Jean and his family, who hail from the eastern Caribbean island of St. Lucia, were on hand to accept the award from one of the country's leading learning centers for law enforcement executives, managers and supervisors.
""Despite an unimaginable loss, he saw the humanity in the person responsible for his brother's death,"" Gregory Smith, director of the Institute of Law Enforcement Administration, said in a statement. ""He saw her pain and regret, and had the ability to show empathy, caring and forgiveness.""

Guyger was sentenced to 10 years in prison earlier this year after a jury found her guilty in the Sept. 6, 2018, fatal shooting of the 26-year-old Jean, a church-going accountant. Guyger is appealing the case.

During her trial, Guyger, 31, testified that she mistook Botham Jean's apartment for her own and shot him when she entered the unlatched front door, saying she thought he was an intruder who planned on killing her.
At Guyger's Oct. 2, sentencing hearing, Brandt Jean took the witness stand and spoke directly to Guyger, saying that he forgave her and that ""I know if you go to God and ask him, he will forgive you.""

""I love you just like anyone else and I'm not going to hope you rot and die,"" Brandt Jean told Guyger. ""I personally want the best for you. I wasn't going to say this in front of my family, I don't even want you to go to jail. I want the best for you because I know that's exactly what Botham would want for you. Give your life to Christ. I think giving your life to Christ is the best thing Botham would want for you.""
He then asked Judge Tammy Kemp, who presided over Guyger's trial, if he could hug Guyger, a request the judge granted.

Brandt Jean stepped off the witness stand and met Guyger in front of the judge's bench and embraced her as Guyger broke into tears.

In a subsequent interview on ABC's ""Good Morning America,"" Brandt Jean spoke out for the first time about the moment that shocked the nation and spurred a national conversation on forgiveness.
""This is what you have to do to set yourself free. I didn't really plan on living the rest of my life hating this woman,"" he said. ""I know that there's something called peace of mind and that's the type of stuff you need to do to have peace of mind. That is why I wake up happy in the morning. That is why I want to live happy later on in my life."""
Actor Ron Leibman dead at 82,https://abcnews.go.com/US/wireStory/actor-ron-leibman-dead-82-67558718,"
Actor Ron Leibman, who appeared in movies, theater and television in a career that spanned six decades and won a Tony award for Tony Kushner's iconic play ”Ängels in America,"" has died after an illness. He was 82.
Leibman's agent, Robert Attermann, said the actor died Friday. He gave no further details, but a person who knew the actor, speaking on condition of anonymity, said the cause was pneumonia. Leibman is survived by his wife, the actress Jessica Walter.
In his lengthy career, Leibman played a huge variety of roles both dramatic and comic. He appeared in numerous films including “Norma Rae,"" opposite Sally Field, and “Slaughterhouse-Five.” He won an Emmy award in 1979 for the short-lived CBS series “Kaz,” which he also created. He was perhaps best known on television for his role on “Friends,” though, in which he played Dr. Leonard Green, the father of Rachel, played by Jennifer Aniston. 
A crowning moment of Leibman's career was his leading-actor Tony in 1993 for playing the fearsome role of Roy Cohn, the conservative lawyer and chief counsel to Sen. Joseph McCarthy who died of AIDS in 1986. Leibman's performance was called ”blood-churning"" by New York Times critic Frank Rich, and “frenzied” by Associated Press critic Michael Kuchwara.
Accepting his Tony, Leibman told the audience that he'd seen his first Broadway play at 3 years old. 
“I've been a professional actor for 35 years,"" he said. ““Angels in America'' is my tenth Broadway play, and this is my first Tony nomination. I hope you know in your hearts how deeply grateful I am to be here tonight."" Thanking his wife, Jessica, he quipped: ""Maybe we can get an apartment with a washer-dryer now."" 
Sally Field, who won an Oscar for ""Norma Rae,"" playing a textile worker to Leibman's labor organizer, paid tribute to the actor         on Twitter.      
”So many of the best memories of my career have Ron Leibman in them,"" Field wrote. She thanked him “for being my champion.”
Leibman was born Oct. 11, 1937 in New York, and attended Ohio Wesleyan University. An earlier marriage to actress Linda Lavin ended in divorce. 
“Ron was an incredibly talented actor with a distinguished career in film, TV and theater,"" said Attermann, his agent. “Our thoughts go out to his wife, Jessica, and his family.”"
Student stabs resource officer at high school,https://abcnews.go.com/US/armed-student-confronts-resource-officer-wisconsin-high-school/story?id=67463315,"
A 16-year-old student allegedly stabbed a school resource officer at a Wisconsin high school Tuesday morning and the officer shot the student in response, according to local police.

Both the student and officer were hospitalized after the incident at Oshkosh West High School, the Oshkosh Police Department said.

Their injuries are believed to be non-life threatening, Oshkosh Chief of Police Dean Smith said at a news conference.
No other students were injured at the school in Oshkosh, about 90 miles north of Milwaukee, said police.

The stabbing and subsequent shooting stemmed from an ""altercation"" between the officer and 16-year-old at the school resource officer's office, Smith said.

The student used an ""edged"" weapon in the stabbing, Smith said, but the chief declined to call the weapon a knife.
The officer shot the student once. The officer called for help at 9:12 a.m. and first responders arrived at the school two minutes later, said Smith.

The high school, which has over 1,600 students, was evacuated and has been deemed safe, said police.
But the Oshkosh police said its officers are investigating ""a comment that was made on social media implying a possible threat"" toward another school in the area -- Oshkosh North High School, the department said in a statement.

""A comment was written on the Oshkosh Police Department’s Facebook page under the post about the officer involved shooting that occurred at Oshkosh West [High School],"" the police department said.

Police said they do not believe students are in further danger and ""that this comment was not meant to be a threat against Oshkosh North High school.""

In the wake of the officer-involved shooting, classes were canceled for Wednesday throughout the Oshkosh Area School District, said Superintendent Vicki Cartright.
On Monday, about 80 miles away from Oshkosh, a student brought two pellet guns to Waukesha South High School in Waukesha, Wisconsin, according to police.

The 17-year-old boy ignored police commands and pointed a gun at an officer, who then shot the teen three times, twice in the arm and once in the leg, said Waukesha police.

The student was hospitalized in stable condition, police said."
Conservationist attacked by her own tigers at animal sanctuary,https://abcnews.go.com/US/conservationist-attacked-tigers-animal-sanctuary/story?id=67575571,"
A wildlife conservationist was attacked and injured by several of her own tigers during an event at a wildlife sanctuary in southern California.

Patty Perry, founder of Wildlife Environmental Conservation (WEC) in Moorpark, California, suffered puncture wounds and several cuts after at least two of the tigers attacked her during a special event for donors.

""They began to play with her and the Bengal took both paws and wrapped them around her legs. She fell on the ground and another tiger jumped on her and began to pull on her before they got her out and she got some lacerations,” said friend and WEC attorney Michael Bradbury to ABC News’ Los Angeles station KABC.

Witnesses, including several members of the fire department, rushed to Perry’s aid during the attack.
""A lot of people I'm sure that saw it were horrified thinking the worst. She said it was obvious they were playing with her because they do love her. She raised them from babies,"" said Bradbury.

Perry has 50 animals at the facility including zebras, birds, and leopards.

“We use live animal ambassadors for our outreach programs. The impact our information delivers to the public is second only to the impact created by the wildlife,” says the sanctuary’s website. “The animals are the real teachers.”
Bradbury told KABC that animal control is aware of the incident but does not expect anything to happen.

""It’s never happened before. She’s ... been with those tigers, you know, on hundreds and hundreds of occasions and gone through the same kind of routine virtually daily,” Bradbury said.

Bradbury says that Perry knows the animals didn’t mean to harm her and that she is absolutely heartbroken over what happened and, as soon as she is released from the hospital and the investigation concludes, she will be right back doing her normal routine with the animals again.
"
Judge concedes his advice that men are 'in control' was 'undeniably misguided',https://abcnews.go.com/US/jersey-judge-regrets-advice-domestic-violence-suspect-men/story?id=67458180,"
A New Jersey judge under fire for advising a domestic violence suspect of alternative ways besides using his fists to let women know men are ""in control"" now says his comments in court were ""undeniably misguided.""

Steven Brister, an acting Newark Municipal Court judge and a part-time judge in the East Orange Municipal Court, admitted to making ""gratuitous improper commentary"" based on his religious beliefs while hearing a domestic violence case this year, according to his response to a complaint filed against him.

He says he has since reflected on his words and taken steps to correct his conduct.

""The best analysis is that the comments were well-meaning but undeniably misguided,"" Brister says in his response to the complaint filed on Friday with the Supreme Court of New Jersey Advisory Committee on Judicial Conduct.
The complaint was filed against him in February, just days after he offered the unsolicited advice to a defendant facing multiple counts of domestic violence.

""We get frustrated and ... in our frustration you can't come at them like [you're] Mike Tyson and they're in the ring like they're Leon Spinks. You can't do it. You can't punch, you can't hit,"" Brister told the defendant, according to a transcript of the hearing included in the complaint. ""At best, you treat as if you're holding a feather, just to let them know you're the man and you're in control.""

At the time, Brister characterized the advice as something he tells ""a lot of people with this same charge.""
During a July 30 hearing before the advisory committee, Brister said that while serving as an altar boy he was taught the biblical story of how Eve was created from ""the curved rib of a man,"" Adam, scripture he also shared with the domestic violence defendant.

""So if you believe in the creation from a higher power, then that curve is the creation of the woman with the curve of the rib of Adam,"" Brister told the committee.
The complaint, however, contends Brister violated several canons of the Code of Judicial Conduct which ""requires judges to decide cases according to the law and facts and not permit family, social, political, financial or other relationships or interests to influence their judicial conduct or judgment,"" according to the complaint.
In his response to the complaint, Judge Brister admitted he ""did mistakenly assimilate his personal religious beliefs into his judicial role and failed to conform his conduct to the high standards of conduct expected of judges and impugned the integrity of the Judiciary ...,"" according to the complaint.

A disciplinary hearing is expected to be scheduled for Brister, which could result in him being publicly censured, admonished, reprimanded, suspended or removed from the bench, according to the New Jersey Courts website. "
'He paid the ultimate sacrifice': Fellow officers mourn slain sheriff,https://abcnews.go.com/US/fellow-officers-mourn-alabama-sheriff-john-williams-paid/story?id=67435816,"
A devoted Alabaman sheriff who was gunned down in the line of duty was mourned Monday by fellow grieving officers.

Lowndes County Sheriff John Williams, known as ""Big John,"" was fatally shot on Nov. 23 while responding to a call in Hayneville, about 25 miles from Montgomery.

Williams, a 62-year-old husband and father, was born in Lowndes County. He served with the Hayneville Police Department before joining the Lowndes County Sheriff's Department in 1987.

He was elected sheriff in 2010.
""Nobody had to question John's integrity,"" Heath Taylor, Russell County Sheriff and president of the Alabama Sheriff's Association, said at Monday's funeral at the Garrett Coliseum in Montgomery.
Williams responded to a gas station that night at 8:15 when he was shot. The suspect, William Chase Johnson, 18, immediately fled the store on foot before he was captured after state officials issued an emergency alert to search for him.

Johnson has been charged with his murder. It was not immediately clear if he has entered a plea.

Taylor said Williams, despite being a sheriff, didn't pass on the responsibility to answer the call.

""Just like he had done thousands of times before over the last 32 years,"" Taylor said. ""That was the type of love he had for his community. He paid the ultimate sacrifice for each and every one of us in this coliseum.
""He was a man of honor and pride and respect for others,"" Taylor said, overcome with emotion. ""Nothing made him happier than helping somebody in Lowndes County.""
Among the Alabama sheriffs who spoke at the service was Montgomery County Sheriff Derrick Cunningham, who said he and Williams ""went everywhere together.""

""He loved being the sheriff,"" Cunningham said. ""He would give you the shirt off his back. He's a true law enforcement officer.""Our GCSO Honor Guard is in attendance at the funeral service for Lowndes County Sheriff John “Big John” Williams. #BlueLivesMatter #ThinBlueLine 💙 pic.twitter.com/tQs1V68U8ZOur Honor Guard is in Montgomery to pay respects to Lowndes County Sheriff ""Big John"" Williams at his funeral today. Sheriff Williams was a big man who possessed a big heart. He was loved in his community & throughout the state. Well done sir-we will take the watch from here. RIP pic.twitter.com/zZwMqU38LR
Williams was a ""consummate professional and pillar of his community,"" Alabama Gov. Kay Ivey‏ said in a tweet.

""He will be greatly missed by us all,"" Ivey tweeted ahead of Monday's service. ""This tragedy is a grim reminder of the dangers that our law enforcement face each day. I’ve expressed to Mrs. Williams that she can take comfort in knowing his legacy will live on & that our state is praying for their family.""This morning, I paid my respects to Lowndes Co. Sheriff Big John Williams. His loss was palpable in the room and the love from the community was overflowing. He will be greatly missed by us all. (1/2) pic.twitter.com/SAH9gMP05Q"
7 New York counties under state of emergency as snowstorm slams Northeast,https://abcnews.go.com/US/noreaster-bringing-heavy-snow-wind-rain-northeast/story?id=67434247,"
A storm is slamming the Northeast with heavy snow and ice Monday afternoon, and may cause an extremely dangerous evening commute home.

New Jersey, New England and most of New York state have been hit by this nor'easter -- and three to six more inches of snow is still on the way Monday night.

Over 700 flights have been canceled and more than 5,200 delayed across the country Monday -- mostly in the Northeast. Boston's public schools will be closed Tuesday.Cleanup underway. pic.twitter.com/lBOZw2aXPe
New York Gov. Andrew Cuomo declared a state of emergency in seven counties hit the hardest.
In Albany, New York -- one of the counties under a state of emergency -- more than 15 inches of snow has already fallen.

Albany police officer Steve Smith urged residents to stay home, and if they have to travel, ""turn your headlights on, drive slow and give yourself ample time.""

New York troopers have already responded to more than 740 storm-related crashes statewide, Cuomo said.It's still dangerous out there. NYS Troopers have already responded to more than 740 storm-related crashes statewide. Staying off the road allows first responders to do their job.Make sure to watch out for each other and offer assistance to those you see in need! pic.twitter.com/mU9pOtB2DMTroop K - Please use caution while driving. Troop K is expected to receive more snow accumulations. Obey all vehicle and traffic laws. We want everyone to get to their destination safely. pic.twitter.com/vRsim6NDyc
New York City, Hartford and Boston are under winter weather advisories.

In New York City, where 1 inch of snow fell by 5 p.m., Mayor Bill de Blasio warned that New Yorkers will face a ""sloppy rush hour"" Monday night and should avoid driving when possible.

""Anything can happen with a storm,"" the mayor said.
Here are some of the other snow totals so far:
-- East Glenville, New York (north of Albany): 23 inches 
-- Latham, New York: 20 inches
-- Readsboro, Vermont: 22.4 inches
-- Clarksburg, Massachusetts: 16.2 inches 
-- Worcester, Massachusetts: 10 inches
-- North Granby, Connecticut: 8.7 inchesFather Maguire Park in Lowell looks like a Winter Wonderland. (Or maybe I’m influenced by the Christmas song 🎼on the radio right now) #wcvb pic.twitter.com/AtPqnyjjkuHow much #snow did you have to shovel? Katie Haranas told @BienickWCVB she spent 1.5 hours clearing the driveway and sidewalk in Hopkinton. #wcvbstorm Remember to lift with your knees! pic.twitter.com/Qthh75yUe3
The snow is expected to wrap up around midnight in New Jersey and New York, but continue overnight in New England.

By Tuesday morning, the heavy snow and gusty winds will be impacting the New England coast, wreaking havoc during the morning commute in Boston and Providence.

The storm will clear out by midday Tuesday.Did somebody say 'snow day'??? pic.twitter.com/lBDiqnvANA
ABC News' Mina Kaji, Matthew Claiborne and Stephanie Ramos contributed to this report."
FBI probing if Pensacola suspect watched mass-shooting videos prior to attack,https://abcnews.go.com/US/fbi-probing-pensacola-naval-base-suspect-watched-mass/story?id=67578998,"
Investigators are probing a report that the suspect in the deadly Florida naval base shooting watched mass-shooting videos in the presence of some friends in the days leading up to the attack, two people briefed on the probe told ABC News.

Three people were killed during the shooting at Naval Air Station Pensacola on Friday morning. The alleged shooter, identified by authorities as Mohammed Alshamrani, 21, a Saudi national and second lieutenant the country's air force who was in the United States for flight training, was shot and killed at the scene by Escambia County Sheriff's deputies, authorities said.

""We are, as we do in most active shooter investigations, working with the presumption that this was an act of terrorism,"" Rachel Rojas, special agent in charge of the FBI's Jacksonville, Florida, field office and the lead investigator on the Pensacola shooting, said at a news conference Sunday. ""This allows us to take advantage of investigative techniques that can help us move more quickly, identify and then eliminate any additional potential threats to the rest of our community.""
She emphasized the investigation has yet to find ""any information that indicates any additional potential threats to the rest of the community.""

Rojas said Alshamrani used a Model 45 Glock 9 mm handgun. She said the gun was purchased ""legally and lawfully"" in Florida but declined to release specific information on when and where.

""As we speak,"" Rojas said, ""members of the FBI's Joint Terrorism Task Force and the FBI's Counterterrorism Division are working tirelessly to discern if any possible ideology ... may have been a factor in this attack.""

The shooting broke out in a classroom at the sprawling base just before 7 a.m. on Friday. The victims killed were identified Saturday night as Ensign Joshua Watson, 23, Airman Mohammed Haitham, 19, and Airman Apprentice Cameron Walters, 21.

The bodies of the victim were being taken to Dover Air Force Base on Sunday night, according to Rear Adm. Gary Mayers, commander of the Navy Region Southeast.

Walters' family released a statement on Sunday that read: ""He was a true friend, fun loving, genuine soul, great brother and son. Made us so proud. He had 3 brothers and three sisters who adored him.""
FBI agents also are trying to confirm whether the investigative lead that Alshamrani showed mass-shooting videos to friends is accurate and have been combing through his electronic devices for evidence of those videos. The information about the videos came from interviews with classmates of Alshamrani, sources told ABC News.

Investigators are being led to believe that this was not some sort of gathering called specifically to watch the videos or that the friends who were present were part of any plot. Investigators have been told the friends gathered with Alshamrani in an unplanned get-together in which Alshamrani apparently turned on the videos, the sources said.

Alshamrani is said to have wanted to ""pump"" himself up in the run-up to Friday's planned shooting, and the friends present were not aware that he was planning a lethal attack, sources said.
Rojas refused to comment on whether Alshamrani showed the mass-shooting videos at the recent gathering. But in a statement released Sunday afternoon, FBI officials said they have obtained and are reviewing digital evidence.

""This includes multiple videos from base security surveillance, as well as cellphone videos that were taken by a bystander from outside the building after the attack had started and after first responders had arrived. We have interviewed that person, and are analyzing the videos to determine if any details can further this investigation,"" the FBI statement reads.

The preliminary assessment of investigators is that the shooter was not connected to a group or a band of conspirators. Instead, it is believed he acted alone.

""Our main goal right now is to confirm whether he acted alone or was he part of a larger network,"" Rojas said at Sunday's news conference. ""We currently assess there was one gunman who perpetrated this attack and no arrests have been made in this case.""

She said 80 FBI special agents and task force officers have been assigned to the investigation and that nearly 100 professional staff in FBI field offices across the country were assisting in the probe.

""There are a number of Saudi students who are close to the shooter and continue to cooperate in this investigation,"" she added. ""Their Saudi commanding officer has restricted them to base, and the Saudi government has pledged to fully cooperate with our investigation.""
Rojas disputed media reports that the FBI had been unable to track down some international students participating in the naval air training program at the base.

""I can report that the FBI is working side-by-side with the U.S. Navy and they have confirmed to us that they have 100% accountability on all international students from NAS Pensacola,"" Rojas said.

FBI agents are piecing together details of Alshamrani's life -- both in the United States and overseas.

A key part of the investigation is taking place in Texas, three people briefed on the probe told ABC News.

When Alshamrani was first deployed to the U.S. for flight training, he was assigned to Lackland Air Force Base, now part of Joint Base San Antonio. Preliminary information indicates he was at Lackland for a few months going through language training, which is standard for overseas military personnel sent to the U.S. for training, the sources said.
""Like everything in his history, it's being looked at,"" one source told ABC News.

A spokeswoman for the FBI's San Antonio field office declined to comment.

Rojas encouraged anyone with information on the shooting or Alshamrani whereabouts leading up to the shooting to contact the FBI immediately, saying no tip is ""too small.""

Alshamrani was a recent regular customer at the International Grocery & Halal Meat in Pensacola, owner Karmul Islam told ABC News on Sunday. He said Muslims from the Navy base are regular customers, and he quickly recognized a photo of Alshamrani showed to him by ABC News.

He said he couldn't recall what Alshamrani purchased at the store, only that he was a pleasant yet unremarkable customer who'd been coming in over the past few weeks. The last time he said he saw Alshamrani was about two weeks ago.

The shooting came just two days after an active-duty sailor allegedly opened fire on three civilian employees, killing two, at the Pearl Harbor Naval Shipyard near Honolulu before taking his own life.

Authorities have found no evidence linking the two shootings.

On Wednesday, a 22-year-old naval sailor identified by the military as G. Romero allegedly opened fire on shipyard personnel at the Pearl Harbor Naval Shipyard with his M4 service rifle and then used his M9 service pistol to shoot himself, the official said.

Three civilian Department of Defense workers were found shot in the vicinity of the base's Dry Dock 2. Two died, and a third was last reported to be in stable condition, according to Rear Adm. Robert Chadwick, commander, Navy Region Hawaii.

Defense Secretary Mark Esper said on Sunday during an interview on Fox News that he's requested the Pentagon investigate the breach in security at the Pensacola base to determine if any corrective action needs to be taken immediately. He also asked the Pentagon to ""review of what our screening procedures are with regard to foreign nationals coming into the United States.""

Military experts said the training program in which Alshamrani was participating in Pensacola has been around for decades, drawing elite military officers from around the world.

""The program of training foreign nationals in the military is one of the best ways we build long-term relationships with countries all over the world, not just the Saudis,"" Michael ""Mick"" Mulroy, a former U.S. deputy assistant secretary of defense.

Mulroy and former Navy SEAL Eric Oehlerich, both ABC News contributors and founders of Lobo Institute, which provides consulting and teaching on current and future military conflicts, said most officers accepted into the program are thoroughly vetted.

""These are military officers of a partner nation who have applied and met some pretty high standards to be able to get into the program,"" Mulroy said.

Mulroy said there is also a practical component to the program: Teaching foreign pilots to fly jets the Defense Department sells to their countries.

""If that program is ended, so will the sales,"" Mulroy said.

Florida Gov. Ron DeSantis said at a news conference Sunday night that he suspects Alshamrani was ""a guy that had a deep-seeded hatred for the U.S.""

""My view,"" the governor said, ""is that for us to be bringing in these foreign nationals, you have to take precautions to protect the country. The fact of the matter is, bringing people from Saudi Arabia, you need to be on guard about that.""

ABC News' Chris Francescani contributed to this report. "
"Police: Whiskey, 92 liquor minibottles in car that hit teen",https://abcnews.go.com/US/wireStory/police-94-bottles-liquor-found-car-struck-teen-67542505,"
A  woman accused of driving off the road and killing a teenager in Maryland had two bottles of whiskey and 92 minibottles of liquor in the car, police said. 
Jennifer Jean Jones, 30, has been charged with negligent manslaughter by vehicle, Baltimore County police         said  Thursday. 
Charging documents say Jones crossed the double lines of a Dundalk road Tuesday, hitting Trinity Lynn Brooks, 15, and then kept going: hitting a tree, driving through a fence and into three backyards before coming to a stop. 
Police say two bottles of whiskey and 92 minibottles of liquor were found on the front passenger side floorboard.
Jones was found unconscious in the wrecked car, the documents state. First responders administered Narcan because they believed she was under the influence of opioids. The documents say she told police she had her last drink five minutes before the crash. Police say she admitted to drinking heavily every day and had been a heroin user.
Brooks was a freshman at Dundalk High School, Baltimore County schools spokesman Brandon Oland said. 
“It's obviously a very sad week at that school,” Oland said. “Our thoughts and wishes are with her family.”
A vigil for Brooks was held at the crash site Thursday. A visitation will be held Monday and funeral services will be Tuesday, according to news outlets. 
Jones waived her right to appear at her bail review Thursday. She's being held without bond at the Baltimore County Department of Corrections. It's unclear whether she had an attorney who could speak for her."
Organs of boy accidentally killed saved 3 lives,https://abcnews.go.com/US/family-year-boy-killed-hunting-accident-grateful-organs/story?id=67489823,"
When 9-year-old Colton Williams' mother heard her son's organs had been used to save three lives, she cried tears of joy.

""She's just crying and crying on the phone and I said, 'What's going on?'"" Colton's grandfather, Vince Furtick, told ABC News on Tuesday. ""She said, 'We've had this horrible, horrible thing going on and here's a ray of sunshine.'""
Colton was killed on Thanksgiving in a hunting accident in Springfield, South Carolina, a spokesperson for the state's Department of Natural Resources told ABC News.

Details surrounding his death have not yet been released, but Furtick said the boy was out with his dad when the accident occurred.
Yet amid the tragedy, the family said the ""first positive"" has been the news that both of Colton's kidneys and his liver were donated to other families -- an effort that his mother, Caitlin, saw through.

""It just added some value to an otherwise senseless tragedy,"" Furtick said. ""It meant something to her that some part of him could carry on.""

He described Colton as a boy who was ""100% an outdoors-kind of guy."" He would always prefer a hunting rifle, fishing pole or basketball in his hands over a video game, according to Furtick.
He was also loved by the community. At Colton's funeral on Sunday, Furtick said he was stunned to see how many children came up to the family and said Colton was their best friend.

""A lot of them said that,"" his grandfather said. ""It's just heartbreaking to see him gone.""
While he said the family continues to grieve, the news of the organ donations has given them some solace. He hopes to meet those who now have Colton's organs soon and see, in person, how the boy's life has carried on.

""We're sitting here with our tears of grief while, at the same time, there are three families crying tears of joy,"" he said. ""We still got closure with our grandson and we still can help somebody else."""
