Title,Link,Article
George Zimmerman sues Trayvon Martin's parents and others for $100 million,https://www.cnn.com/2019/12/04/us/george-zimmerman-lawsuit-trayvon-martin-mother/index.html," (CNN)George Zimmerman was acquitted in the fatal 2012 shooting of Trayvon Martin, but according to a lawsuit filed Wednesday in Florida, he believes there was a conspiracy to frame him and wants $100 million in damages.Attorney Larry Klayman announced the lawsuit in tandem with a Coral Gables screening of a documentary titled ""The Trayvon Martin Hoax,"" which has since been canceled. Zimmerman was scheduled to appear alongside Klayman at a Thursday news conference, but hours later, Klayman said the news conference was canceled, too.The chief allegation in the lawsuit is that civil rights attorney Ben Crump helped to swap out a reluctant witness, Brittany Diamond Eugene, for her half-sister, Rachel Jeantel, and helped prepare her to deliver a script intended to land Zimmerman in prison for the 17-year-old's killing on February 26, 2012. Crump began representing Trayvon's parents starting February 28, 2012, the lawsuit says.The suit accuses Trayvon's parents, prosecutors and state authorities of going along with the alleged ruse, and ""are alleged to either have known about or should have known about the witness fraud, obstructed justice, or lied repeatedly under oath in order to cover up their knowledge of the witness fraud,"" a news release from Klayman said.Klayman, who founded the conservative watchdog group Judicial Watch, has filed several lawsuits in the past, including a ""birther"" lawsuit that falsely claimed former President Barack Obama couldn't be president because he wasn't a natural-born citizen. According to Zimmerman's lawsuit, Jeantel posed as Trayvon's girlfriend when it was Eugene who was dating Trayvon and on the phone with him during the encounter with Zimmerman, a former neighborhood watch captain. Jeantel then delivered bogus testimony on the stand at Zimmerman's trial, the lawsuit alleges. The alleged conspirators went along with the plot, despite Jeantel being two years older, 5 inches taller and about 120 pounds heavier than Eugene, the lawsuit says.The plan was made final in a 3-minute phone call between Crump and Eugene on March 31, 2012, the lawsuit says.  Jeantel's testimonyJeantel, a key prosecution witness, testified Trayvon told her in the phone call that someone was following him. As Trayvon neared the home of his father's girlfriend, he tried to lose Zimmerman, she testified. Jeantel said she heard him talking to Zimmerman in the background. ""He said, 'Why are you following me for?' And I heard a hard-breathing man say, 'What you doing around here?'"" Jeantel said. Jeantel testified she heard a bump from Trayvon's headset hitting something and ""wet grass sounds.""""I start hearing a little bit of Trayvon saying, 'Get off, get off!'"" said Jeantel.She admitted on the stand to lying several times to Trayvon's family about her age and about her reasons for not attending Trayvon's funeral. Jeantel found herself under the unforgiving light of a nationally televised trial. Viewers criticized her for her dress, her weight and speech and her combative manner on the stand. 'Unfounded and reckless lawsuit'Crump and Trayvon's parents, Tracy Martin and Sybrina Fulton, denied the allegations.""I have every confidence that this unfounded and reckless lawsuit will be revealed for what it is -- another failed attempt to defend the indefensible and a shameless attempt to profit off the lives and grief of others,"" Crump said in a statement issued on his and Trayvon's parents' behalf.""This plaintiff continues to display a callous disregard for everyone but himself, revictimizing individuals whose lives were shattered by his own misguided actions. He would have us believe that he is the innocent victim of a deep conspiracy, despite the complete lack of any credible evidence to support his outlandish claims,"" the statement said.CNN is reaching out to others accused in the lawsuit. Jeantel did not immediately return a voicemail and text message seeking comment. The Florida Department of Law Enforcement declined to comment and so did Attorney General Ashley Moody, through a spokeswoman.The lawsuit alleges malicious prosecution, abuse of process, civil conspiracy and defamation.It seeks compensatory and actual damages of more than $100,000,000 and leaves open the possibility of an additional claim for punitive damages.A month after the February 2012 shooting, Sanford Police Chief Bill Lee said Zimmerman was not charged because there were no grounds to disprove his version of the events. Zimmerman said he shot Trayvon in self-defense.Weeks later, amid widespread outrage, a special prosecutor charged Zimmerman with murder.  A jury acquitted him of all charges in July 2013.Zimmerman's legal issuesZimmerman has been arrested in several alleged domestic incidents but not charged. In November 2013, he was arrested on aggravated assault and misdemeanor counts of domestic violence battery and criminal mischief accusations. But prosecutors said they wouldn't press charges after his girlfriend said she wanted the case dropped. Zimmerman was arrested in January 2015 on the suspected aggravated assault of another girlfriend. Prosecutors didn't press charges after the alleged victim backed off her claims.A year later, Zimmerman put the gun that killed Trayvon up for auction. The impact of Trayvon's deathTrayvon's death spurred a movement and helped give rise to the rallying cry that resonated with many: #BlackLivesMatter.The movement forced a conversation about police brutality and inequality.The image of Trayvon wearing a hoodie was iconic. Professional athletes wore hoodies, and protesters repeated the mantra: ""I am Trayvon Martin"" to express solidarity and outrage.Trayvon's death inspired President Obama to deliver a heartfelt message to saying, ""If I had a son, he'd look like Trayvon.""CNN's Tina Burnside contributed to this report. "
His entire kindergarten class showed up for his adoption hearing,https://www.cnn.com/2019/12/05/us/michigan-adoption-ceremony-kindergarten-trnd/index.html,"Five-year-old Michael's entire kindergarten class sat in the audience behind him waving big red hearts mounted on wooden sticks to show their support.Michael's adoptive father told CNN his favorite part was when the judge asked everyone present in the room to explain what Michael means to them.The kindergartners offered the most touching answers, standing up and telling the court, ""I love Michael"" or ""Michael's my best friend,"" his father said.He added that the judge said it was the first time she'd ever hosted a whole kindergarten class for a hearing in her courtroom.Michael's parents fostered him for a yearMichael's mother told CNN that her new son's teacher, Mrs. McKee, floated the idea to her one day when she dropped Michael off at Wealthy Elementary School.McKee knew the adoption would be finalized soon, and the two agreed on how to make the big day particularly special for Michael.From there, McKee organized the whole class outing, procuring a school bus, and gave her students a field trip to remember.Michael's new father and mother have been married for nearly 10 years, and he's been living with them as a foster child since last Thanksgiving.""We didn't have any kids prior to that, and things got pretty chaotic in a hurry,"" his father said.The proud parents said their charismatic son loves to dance and swim, and to play basketball and soccer. They say they're amazed at how many friends he has, and his father says one of the most beautiful parts of the past year has been the many children ""welcoming (Michael) into their homes and onto play dates."""
"8-year-old Virginia girl was strip searched during a state prison visit, authorities say",https://www.cnn.com/2019/12/06/us/virginia-minor-strip-search/index.html," (CNN)An 8-year-old girl visiting her father at a Virginia prison was strip searched last month in violation of state policy, authorities said.""The incident is deeply troubling and represents a breach in our protocol,"" said Lisa Kinney, a spokeswoman for the Virginia Department of Corrections, in a statement to CNN. ""We sincerely apologize to this child and her family.""The child was visiting her father, who is an inmate at Buckingham Correctional Center, Kinney said. The girl was accompanied by an adult visitor who was not her parent or legal guardian.The staff member who ordered the search didn't have the authority to do so and is facing disciplinary action, Kinney said.The Virginia Department of Corrections would not confirm the relationship between the adult visitor and the child's incarcerated father, but The Washington Post reported the girl was accompanied by her father's girlfriend.The staff member requested the search because a drug-sniffing dog flagged the daughter and the adult accompanying her, which is department policy. Department of Corrections policy requires that a parent or legal guardian approve the strip search of minors. In this case, the unrelated adult visitor signed off, against policy, Kinney said.The Virginian-Pilot reported that the father's girlfriend was initially told that the daughter would not be strip searched but the decision was reversed after guards consulted with an officer. The newspaper also reported the girlfriend informed prison guard's that she was not the girl's mother or guardian.Virginia Gov. Ralph Northam has temporarily suspended the strip search policy related to minors.""I am deeply disturbed by these reports -- not just as Governor, but as a pediatrician and a dad,"" Northam said in a statement. ""I've directed the Secretary of Public Safety and Homeland Security to suspend this policy while the Department conducts an immediate investigation and review of their procedures.""Kinney said the state is only temporarily suspending the policy as it regards to minors, pending further review. ""Strip search policies for visitors to prisons are in place to keep offenders, visitors, and staff as safe as possible by reducing the contraband (e.g., drugs, cell phones, weapons) smuggled into the state's prisons. Strip searches are requested when a K-9 has alerted on a visitor. Visitors are always free to deny the strip search and leave the facility.""The ACLU of Virginia said that visitors who choose to deny the search can lose visiting privileges. ""If you deny that invasive search request, you're at risk of having your visiting privileges permanently or temporarily suspended,"" women's rights lawyer Nicole Tortoriello said. ""We think this is a very coercive policy.""Even if the visitor consents to the search and nothing is found, the mere fact that they were flagged for a search means they will not be allowed physical contact with the prisoner they're visiting that day, Tortoriello said.""Children should never in any circumstances be subjected to an invasive, humiliating, traumatizing strip or cavity search administered by strangers while attempting to visit a loved one in a correctional facility,"" Tortoriello said.The Virginia Department of Corrections had previously been under fire for proposing that visitors be banned from using tampons, menstrual pads, or other menstrual products. While the state suspended the proposed ban in 2018, the ACLU of Virginia sent letters to Buckingham Correctional Center and other jails, alleging that they had received complaints they were still detaining visitors who used menstrual products.CNN has not been able to identify the mother of the child. The girlfriend did not respond to multiple requests for comment from CNN."
Saudi nationals detained after fatal shooting at Pensacola naval base,https://www.cnn.com/2019/12/07/us/pensacola-naval-station-shooting-saturday/index.html," (CNN)A number of Saudi nationals were detained after three people were shot dead and eight others injured at Naval Air Station Pensacola in Florida, a US official confirmed to CNN on Saturday.The gunman, who was killed, was a second lieutenant in the Saudi Arabian military involved in flight training at the station, US Secretary of Defense Mark Esper said Friday.  Officials are looking into whether the shooting was terror-related as a possible motive.The US official did not provide information about the status of the Saudis who were questioned.Two law enforcement sources earlier told CNN the shooter has been identified as Saudi Arabian national Mohammed Alshamrani.In a report citing tweets attributed to Alshamrani, the SITE intelligence group paints a picture of an individual with extreme anti-American views. SITE says Alshamrani quoted Osama Bin Laden in a ""will"" posted to Twitter. Additionally, SITE reports that postings from Alshamrani show a hatred toward Americans for what he perceived as a pro-Israel stance.CNN has not confirmed the Twitter account that SITE attributes to Alshamrani was his. Twitter tells CNN the account referenced in the report has been suspended but  did not confirm it belongs to Alshamrani or the reason for the suspension.The shooter started his training in Pensacola in August 2017 as part of a three-year program. He was taking classes in basic aviation, initial pilot training and English, according to a spokesperson for the assistant to the Secretary of Defense.Esper said Friday the Defense Department will review measures for screening foreign students.""I also talked about our team looking at the measures we have in place to ensure proper vetting and screening of foreign students as they come to our country to make sure we understand we have a good handle on who they are and that they've been properly screened,"" Esper said.FOLLOW LIVE UPDATESFamily members identified one of the victims as Joshua Kaleb Watson and praised him as a hero.""After being shot multiple times he made it outside and told the first response team where the shooter was and those details were invaluable,"" Adam Watson wrote about his brother on Facebook. ""He died a hero and we are beyond proud but there is a hole in our hearts that can never be filled.""Authorities have not released victims' names or discussed what victims told them at the scene.Joshua Watson was from Enterprise, Alabama. In a statement obtained by CNN affiliate WDHN, Mayor Bill Cooper said, ""The Enterprise community suffered a tremendous blow Friday upon hearing of the death of one of our own, Joshua Watson...I am proud of him for his service and dedication to his country.""Saad bin Hantim Alshamrani, an uncle of the shooting suspect, told CNN from Saudi Arabia that his nephew had done ""nothing suspicious"" before moving to the US.He said his nephew was 21 and ""likable and mannered towards his family and the community."" He added that his nephew ""has his religion, his prayer, his  honesty and commitments"" and that he was a ""likable kid, smart, he was exceptionally smart.""The elder Alshamrani said his country needs to ""get to the truth"" and that if his nephew was guilty, then he will be ""accountable before God."" Foreign students have long trained at the baseNaval Air Station Pensacola employs more than 16,000 military and 7,400 civilian personnel, according to the base's website. Many families also live there, said retired Rear Adm. John Kirby, CNN's military and diplomatic analyst, who was once stationed there.Foreign students from ""partner nations"" have trained at the base to learn naval aviation for years, Commanding Officer of NAS Pensacola Capt. Tim Kinsella told reporters. ""There's always been international students training here because it's a good place to train, it's good quality training,"" he said. He roughly estimated that there were a couple hundred foreign students at the base.At a news conference, Gov. Ron DeSantis mentioned the connection to the Saudi Air Force and said that he had spoken to President Donald Trump about it.  ""There's obviously going to be a lot of questions about this individual being a foreign national, being a part of the Saudi Air Force and then to be here training on our soil,"" he said. ""Obviously,"" DeSantis added, ""the government of Saudi Arabia needs to make things better for these victims.""Saudi King Salman Abdulaziz Al-Saud expressed ""deep sadness and sorrow"" in the call, state-run SPA news reported. The king told the President that he ordered Saudi services to cooperate with the investigation, according to SPA.Trump said on Twitter he has spoken with the King of Saudi Arabia about the shooting. ""The King said that the Saudi people are greatly angered by the barbaric actions of the shooter, and that this person in no way shape or form represents the feelings of the Saudi people who love the American people,"" the president said.Asked whether the shooting would affect the US-Saudi military-to-military relationship, Esper said, ""I don't see this undermining the deeper relationship we've had with the Kingdom of Saudi Arabia for decades.""Two deputies were wounded in confrontationAuthorities first received a call about an active shooter at NAS Pensacola around 6:51 a.m. Friday, Escambia County Sheriff David Morgan told reporters. The shooting occurred in a classroom building, Kinsella said. The shooter used a handgun and was killed after two deputies exchanged gunfire with him. The deputies who confronted the shooter also suffered gunshot wounds -- one in the arm and one in the knee. Both are expected to survive.Escambia County Chief Deputy Chip Simmons recalled ""the closer I got to NAS, the more gunshots I heard on the police radio.""Simmons spoke Saturday at a prayer vigil at Olive Baptist Church in Pensacola.He said he heard on the police radio, ""'How many rescue units do you think you need' and the response over the radio was, 'As many as you can bring,'"" Simmons said.Walking through the scene ""was like being on the set of a movie,"" Morgan said. ""This doesn't happen in Escambia County. It doesn't happen in Pensacola. It doesn't happen to our friends and neighbors who are members of the US Navy,"" Morgan said. ""But it did, and it has."" The shooting comes just two days after an active duty US sailor, Gabriel Romero, killed two civilian employees and injured another before killing himself at Pearl Harbor Naval Shipyard in Hawaii. Investigators have not announced a motive for the Wednesday shooting.The FBI is investigatingThe FBI has taken over the Pensacola investigation, according to an FBI spokeswoman. The investigation is global in scope, a law enforcement source told CNN, with agents posted in Riyadh tasked with liaising with the Saudi government to obtain background information about the shooter. Escambia County Sheriff David Morgan told CNN's Erin Burnett that the FBI had secured the areas on base where the shooter was staying and they had recovered his laptop and cell phone.In a tweet early Saturday morning, FBI Jacksonville offered a statement from Special Agent in Charge Rachel Rojas expressing condolences to the families of the victims of Friday's shooting. ""On behalf of the entire #FBI, I offer our condolences to the families of the innocent victims taken from us, and our support to the entire community. We live here with you, and you have my commitment that will give our all to this investigation,"" Rojas said.CNN's Melissa Alonso, Scottie Andrew, Josh Campbell, Rachel Clarke, Shimon Prokupecz, Alta Spells, Amanda Watts, Raja Razek, Taylor Barnes, Jay Croft and David Shortell contributed to this report."
Three men indicted for murder of key witness in trial of ex-cop who killed black man,https://www.cnn.com/2019/12/09/us/amber-guyger-witness-murder/index.html," (CNN)Three men were indicted by a grand jury on capital murder charges Thursday for allegedly killing Joshua Brown, a key witness in the murder trial of former Dallas police officer Amber Guyger, according to court documents.Jacquerious Mitchell, Michael Mitchell and Thaddeous Green were indicted for the shooting death of Brown on October 4. The indictments say the three men attempted to rob him. Previously, Dallas Assistant Chief of Police Avery Moore said Brown was killed after an argument escalated with Green in the parking lot of Brown's apartment complex. Brown allegedly shot and wounded Jacquerious Mitchell, according to Moore. Green then shot Brown twice and took a backpack from Brown and the gun used to wound Mitchell.Brown's death came 10 days after he testified in the trial of Guyger, 31, who was convicted of murder for fatally shooting Botham Jean in his Dallas apartment in 2018. She argued that she mistakenly walked into the wrong apartment — she lived in the same building — and opened fire because she thought Jean was an intruder.Guyger was sentenced to 10 years in prison.Brown lived across the hall from Jean at Dallas' South Side Flats apartments last year when Guyger killed Jean. In court, he testified that he returned home to his fourth-floor apartment at nearly the same time Guyger walked into Jean's apartment, mistaking it for her own.Brown said he was down the hall when he heard the voices of two people who sounded like they were meeting by ""surprise."" Gunshots followed ""right after,"" Brown said.Soon after, Brown said, he saw Guyger leave Jean's apartment and enter the hallway. The officer was on the phone. She was ""crying, explaining what happened, what she thought happened, saying she came in to the wrong apartment,"" Brown testified.Brown had been shot beforeBrown had survived a shooting nearly a year before his death, his attorney Lee Merritt said.He was shot near a strip club in Dallas in November 2018, Merritt said. Nicholas Shaquan Diggs was killed in the shooting, Merritt told CNN. Both Brown and his family believed he was targeted in that shooting by someone he knew and had grown up with.""And he was concerned that that person might try to come back and finish the job,"" Merritt said, adding that the shooter in that case hasn't been arrested.Brown moved out of South Side Flats about three months after Jean was killed in September 2018, according to Merritt. He tried to keep a ""low profile intentionally until some of the heat from the shooting in November passed over,"" Merritt added.CNN's Holly Yan contributed to this report."
The UPS hijacking ended in a hail of bullets in rush-hour traffic. Police now face questions about their response,https://www.cnn.com/2019/12/06/us/florida-ups-truck-police-chase-investigation/index.html," (CNN)The scene was a nightmare: After a long, televised police chase of a hijacked UPS truck ground to a halt at a jammed South Florida intersection, gunfire erupted seemingly from everywhere Thursday evening — with vehicles stopped at a traffic light serving as officers' impromptu shields.Gunfire exploded toward and from the truck. A bystander crouched on a median, then scrambled away as officers closed in.In the end, four people were shot dead at the intersection in Miramar, authorities said, including two robbery suspects, a bystander, and hostage UPS driver Frank Ordonez, a man who relatives say had been substituting for a colleague who had called out from work that day.The slain robbers and hijackers were Lamar Alexander, 41, and Ronnie Jerome Hill, 41, both of Miami-Dade County, the FBI said. The bystander who was killed was Richard Steven Cutshaw, according to the Broward County, Florida, medical examiner's office.The union field representative was driving home from work when he was killed in the crossfire, said Don Slesnick, a lawyer for the Office and Professional Employees International Union where Cutshaw worked. Slesnick said Cutshaw represented more 2,500 government employees in Broward County and Naples, helping them with insurance benefits, assignments, pay issues and negotiating contracts.Known as ""Rick"" to his coworkers, Slesnick said he was good-humored and pleasant who was loved by all who worked with him.""He fought with a positive attitude,"" Slesnick said.The cause and manner of death of the four deceased were not released due to the active criminal investigation, the medical examiner said.Numerous questions about the chase and its finale remain, including who shot Ordonez and Cutshaw. Ordonez's stepfather said he can't understand why his stepson is dead.""For this to happen, I think, is just unnecessary,"" Joe Merino told NBC's ""Today"" show Friday morning. ""Other tactics should have been applied, and they weren't, so when I say the word devastated, it's an understatement.""A police union official, meanwhile, said that officers handled the situation well, given the circumstances.""If you shoot at us, we are going to engage. We are going to stop the threat,"" Steadman Stahl, president of the South Florida Police Benevolent Association, said Friday. ""When bad guys are shooting at you, how do you negotiate?""The chase began with a jewelry store robberyThe incident began with a jewelry store robbery late Thursday afternoon in Coral Gables, near Miami, authorities said.Police got a call about a silent holdup alarm at 4:17 p.m. from Regent Jewelers in Coral Gables, city Police Chief Edward J. Hudak Jr. said. At least one woman was hurt in the robbery, police said. The woman had surgery and was conscious Friday and ""doing well,"" Hudak said. Police Director Juan Perez said she suffered a wound to the head.The suspects then hijacked the UPS truck, took the driver hostage and sped away.Soon after, police received a call of gunshots -- believed to have been fired by the escaping suspects, Hudak said -- at Coral Gables City Hall, just within sight of the jeweler's shop. A bullet struck the building, which went into lockdown.A long chase on a highway and city streetsThe UPS truck then fled over at least 25 miles, through city streets and along an interstate. Police caught its trail, and some of their pursuit unfolded on local television as news helicopters captured the scenes from above.Police radioed that gunfire occasionally erupted from the truck — its back doors sometimes open — even as police chased it on or near I-75, CNN affiliate WSVN reported.The truck hopped curbs, spun U-turns and maneuvered around other vehicles and police. Emergency vehicles trailed the hijacked truck, stretching at one point for about half a mile.Then, as the truck approached the intersection of Miramar Parkway and Flamingo Road in Miramar around 5:35 p.m., the chase ground to a halt. Traffic — including a light-colored SUV and, behind it, a dark-colored SUV — was stopped, and the UPS truck suddenly was boxed in. More than 40 emergency vehicles, their lights flashing, queued up in its wake.Shots rang out as officers closed inPolice officers left their vehicles and approached the UPS truck, weapons drawn. They used cars — their own and those that had been at the intersection — as shields so they could approach in a better position.The person driving the UPS truck left the steering wheel.Shots rang out, though who fired first — someone inside the truck or police — remains an open question.Muzzle flashes could be seen inside the truck, helicopter footage from WSVN shows. Smoke began to rise. Gunfire exploded, seemingly from everywhere, a video recorded by someone in a car and posted to Twitter shows. A bystander in a median crouched, then scurried away as officers moved in all around, the video shows. Chaos gripped the scene. The light-colored SUV, behind which at least three officers had taken cover, rolled forward, putting a stationary white van between it and the UPS truck, video from WSVN shows.Then, the dark-colored SUV moved up, pushing into the lighter SUV's bumper. Officers took cover on the driver's side of that vehicle, WSVN video shows.No more than a minute after the shootout started, bedlam turned to quiet. The truck's windshield bore marks from numerous bullets.13 officers were shot at, union chief saysAt least 13 police officers were shot at, but none was injured, said Stahl, the police union president.Two or three bullets pierced the windshield of one officer's cruiser, Stahl said.Whether the UPS driver and the slain bystander were shot by police is under investigation, FBI Special Agent in Charge George Piro said. The Bureau of Alcohol, Tobacco, Firearms and Explosives also is investigating, Hudak said.""This is what dangerous people do to get away,"" Hudak, the Coral Gables police chief, told reporters Thursday. ""And this is what dangerous people will do to avoid capture."" CNN's Rosa Flores, Sara Weisfeldt, Dakin Andone, Shawn Nottingham, Jamiel Lynch, Dave Alsup and Natalie Johnson contributed to this report."
"A mother in Kentucky was arrested for selling her baby for $2,000, police say",https://www.cnn.com/2019/12/04/us/kentucky-baby-sale-arrests/index.html," (CNN)A mother in Kentucky has been accused of selling her baby for $2,000, police said.Police contacted Maria Domingo-Perez, 31, after officials at Parker Bennett Curry Elementary School in Bowling Green, Kentucky, reported that a woman was giving away a child, police said. Domingo-Perez initially gave officers ""conflicting statements"" but police said she later admitted to giving the baby to a man and a woman.The couple, 37-year-old Catarina Jose Felipe and 45-year-old Jose Manuel Pascual, told detectives they had paid $2,000 for the baby, police said. Authorities didn't discuss the gender or age of the baby. The mother, Felipe and Pascual were arrested and charged with selling/purchasing a child for adoption on Tuesday, police and jail records show.It was not immediately clear whether the suspects are represented by an attorney yet.Police said the baby and Domingo-Perez's other four children are in protective custody. "
Chicago nightclub faces second lawsuit over alleged sexual assault,https://www.cnn.com/2019/12/03/us/el-hefe-lawsuit-alleged-sexual-assault/index.html," (CNN)A second woman has filed a lawsuit against the Chicago nightclub, El Hefe, alleging she was sexually assaulted after being slipped a drug while drinking at the bar.Elizabeth Capra, in her civil complaint filed Monday in Cook County Circuit Court, claims in October 2014 she was given a drink laced with acetone, a substance used as a ""date rape drug.""  ""That evening I was out with a few girlfriends watching a Bears game,"" Capra told reporters on Monday. ""I was sitting at the bar and ordered my own drink. Had one drink. I don't really remember anything after that, but my two girlfriends who were with me at the time told me I started acting extremely, extremely out of the ordinary, extremely intoxicated very fast."" Capra said at one point her friends went to the bathroom, but when they came back they couldn't find her. El Hefe allowed Capra ""to leave the premises after being drugged, where she was sexually assaulted,"" the lawsuit said. El Hefe gave ""substantial assistance and encouragement to the drugging and sexual assault of the Plaintiff, by removing its video surveillance footage,"" the suit said. The complaint said the club initially said it reviewed footage and could not identify Capra. El Hefe told police that it had no recordings for that evening, according to the complaint.The lawsuit does not identify a possible assailant.Lissa Druss, a spokesperson for 15 Hubbard LLC, which owns El Hefe, said an internal review is underway. ""Reports like these in any part of our city are very disturbing. What I can tell you is the ownership of El Hefe is working very closely with the police department and City of Chicago to get to the bottom of what happened in these instances,"" she said.   Capra said she came forward after seeing video related to the alleged assault of a woman on October 18 of this year.That woman claimed she was approached by an unknown man who continued to buy her drinks. A bartender noticed the man make sexual advances and said her condition was ""rapidly deteriorating"" after consuming drinks the man purchased, according to the lawsuit. The bartender, who is not named, believed the woman had been drugged, the lawsuit said.Jane Doe's lawsuit alleges employees escorted her to an alley behind the business and stood by as a man allegedly sexually assaulted her while she was intoxicated. Lawyers for the woman say they believe the alleged assailant either works at the business or knows someone on the staff. They released a security camera video, which they say police obtained from a nearby business. The video appears to show a man guiding a stumbling woman down an alley as two other men stand by a doorway. El Hefe posted a statement saying security typically escort ill patrons to the back exit. It claims its security staff did not witness a sexual assault.Capra, in speaking to reporters, said both lawsuits show ""this is not an isolated incident."" Her lawsuit contends El Hefe was negligent and the club ""created an atmosphere of toxic misogyny at its bar that encourages gender violence."" Capra said she went to the hospital after the 2014 incident. According to the lawsuit, a rape kit confirmed she had been assaulted and a toxicology report said she had been slipped acetone.Capra and her attorneys said they believe Chicago police are performing a thorough investigation.Police responded to CNN's request for more information about the alleged incident in 2014, saying the request was received and is being processed.""We are extremely proud of Liz for coming forward and being brave enough to tell her story,"" said attorney Brian Monico. The same law firm represents both women.Capra and her attorneys are calling on Mayor Lori Lightfoot to close the bar immediately. CNN has reached out to Lightfoot's office for a response on the request. CNN's Darran Simon, Amanda Watts, Ralph Ellis and Artemis Moshtaghian contributed to this report. "
Newark sues New York over homeless relocation program,https://www.cnn.com/2019/12/03/us/newark-new-york-homeless-trnd/index.html,"New York (CNN)The city of Newark, New Jersey, filed a federal lawsuit Monday against the city of New York to stop their program of relocating homeless residents to the Newark area.The lawsuit also lists New York Mayor Bill de Blasio and Department of Social Services Commissioner Steven Banks as defendants. It claims that the Special One-Time Assistance program, also known as SOTA, had case workers pressure eligible people in shelters to move outside of New York City and didn't effectively check on the conditions of the apartments in which they were placed.It says that when SOTA recipients contacted SOTA case workers about the conditions and lack of action by landlords, case workers claimed they could no longer help them because they were now residents of Newark. ""Newark is concerned about the living conditions of perhaps one thousand or more SOTA recipients,"" the lawsuit says. ""From the small sample of SOTA recipients that Newark was able to identify, Newark has become aware of families, including those with infants, that are living in uninhabitable conditions.  This includes issues with lack of heat, electricity, excessive vermin, and dangerous living conditions."" Avery Cohen, deputy press secretary for de Blasio's office, called the lawsuit ""wrong, hypocritical, and amounts to nothing short of income-based discrimination.""""In the face of a regional housing crisis, the City of Newark has inexplicably taken a page from the Trump playbook, building a wall to single out and prevent families from seeking housing where they want to live,"" Cohen said.The SOTA program provides working individuals or families who've been in a shelter for at least 90 days with one year's rent paid in full to move into housing within New York City or another state, according to the New York City Human Resources Administration website. Newark claims the defendants ""refuse to disclose"" everyone placed in Newark under SOTA, according to the lawsuit. It is not immediately clear how many people have participated in the SOTA program. In the lawsuit, filed in the District of New Jersey, five families shared detailed accounts of their subpar housing and how SOTA case workers allegedly said they couldn't help. They described deteriorating apartment interiors and lack of heat or electricity, with landlords who were unwilling to fix the problems.In one case, a family said they reported the conditions to the city of Newark and the building was condemned. In another case described in the suit, a family's babysitter quit because there was no heat or electricity, and the mother lost her job when she had to take care of her children.Giselle Routhier, policy director at Coalition for the Homeless, a New York City-based advocacy group, said that while the program is flawed, the real problem lies with lack of quality, affordable housing from either city. ""Homeless families are being caught in the middle,"" Routhier said. Mark Di Ionno, interim director of communications for Newark, said ""Mayor (Ras) Baraka and Mayor de Blasio are making plans to meet to discuss the situation,"" and he would withhold comment until then."
New York City Ballet's 'Nutcracker' has cast a black Marie for the first time,https://www.cnn.com/2019/12/04/us/charlotte-nebres-nyc-ballet-nutcracker-trnd/index.html," (CNN)For the first time, New York City Ballet has cast a black Marie in its annual production of ""George Balanchine's The Nutcracker,"" which premiered in 1954.This season, the leading role of the young heroine is being played by 11-year-old Charlotte Nebres. But for Charlotte, who grew up with role models like Misty Copeland, it just reaffirms that nothing can hold her back.When her mother Danielle Nebres told her she was the first black Marie, the New York Times reported, she simply responded: ""Wow. That seems a little late.""Dena Abergel, children's ballet master at New York City Ballet, acknowledged that the casting decision was a significant milestone. But Charlotte wasn't cast because of the color of her skin or as part of a diversity initiative, she said.Charlotte simply had everything she was looking for in the character of Marie. ""When I'm looking for someone who can do Marie, I'm looking for someone primarily who has an ability to act on stage and to convey a story,"" said Abergel. ""... It has to be someone who can command the stage and who has enough confidence and spontaneity to handle whatever comes her way.""Abergel already knew Charlotte quite well.She had her as a student at the School of American Ballet, a feeder school for New York City Ballet. And Charlotte had also performed with the ballet company in last year's Nutcracker and a production of Sleeping Beauty.And when the time came for casting for this season's production of the Nutcracker in late September, Charlotte impressed again.Sometimes when Abergel tells young dancers that they have a role, they jump up and down and scream excitedly.An interesting thing about Charlotte, Abergel said, is that she's more expressive onstage than offstage. She's ""not an extroverted person,"" so it was hard to tell how she really felt about landing the role.When Charlotte emerged from her ""Nutcracker"" audition, she surprised even her mother.  ""With that poker face of hers, she said, 'Well, I'm Marie,'"" Nebres told The New York Times. ""And I just thought, oh my goodness -- they really did it. I couldn't believe it.""The school has made an effort to diversifyThe cast of New York City Ballet's production is particularly diverse this season.In addition to Charlotte, the other young leads are also children of color. Tanner Quirk, who plays Charlotte's Prince is half-Chinese, according to The New York Times. The children are always double cast, and Sophia Thomopoulos, who plays the other Marie, is half-Korean, half-Greek. Her Prince is Kai Misra-Stone, who is half-South Asian.Abergel said she had no idea what backgrounds the dancers were from until it was reported in the media. Instead, she said, this year's cast is a reflection of the ""tremendous"" effort that the School of American Ballet has made to diversify its student body in recent years. About half of the students of the school are ""diverse,"" she said, which means that the students in front of her while she's casting will inevitably come from varied backgrounds.""Because I have the diversity of students and the pool to choose from that is diverse, some of those students will end up being the leads and it just happened to work out without my even realizing it that all four were of some mixed diversity,"" Abergel said. ""And that's just mirroring what's happening in New York City and around the world."""
